"review","sentiment"
"podria estar mejor pero buenopara dar el pego es pasable ","0"
"5 estrelas","1"
"las gafas son basicas negras y con la marca en el lateral lo cierto es que el precio es bueno sobretodo porque son de la marca vans que esta de moda y al mismo tiempo es un modelo que no pasa de moda el plastico se nota de calidad","1"
"igual que las gafas que venden en las gasolineras malos cristales y baja calidad en general  parece mentira que sean de marcacompradas a 15€","0"
"cumplen con la descripcionsientan bien","1"
"calidad preciolo mejortengo ray ban originales de mas de 100€ y son peores que estassi como lo digo encantadocompre un par de gafas para mi y otro para la mujer y cuando se jodan comprare maslos cristales son de altisima calidad lo recomiendoahh la monturapues ya sabemos es plastico si no tienes cuidado pues se te puede romper como las gafas de 300€ asi que eso no es a tener en cuentason robustas pero no irrompible","1"
"gafas de calidad y con filtro solar","1"
"las gafas son preciosas y sientan muy bien me he llevado una sorpresa muy agradable me las esperaba de peor calidad y por 14 € no se puede pedir mas vienen con el logo de vans en las dos patillas y son de plastico duro y muy robustas llegaron en perfecto estado y muy rapido en algunos comentarios que habia leido antes de pedirlas decian que no vienen con funda y es cierto pero es que no se puede pedir mas por el precio teniendolas en la mano pagaria el doble de lo que me han costado sin pensarlo muy muy contento con la compra ideales para  senderismo y darle batalla utilizandolas con responsabilidad ya que las lentes  no son de unas gafas de 100 euros son perfectamente validas","1"
"para lo que pagas estan bien son unas gafas de plastico sencillas sin funda","1"
"las gafas no son gran cosa pero para el precio que tienen tampoco estan nada mal buena relacion calidad-precio","1"
"esta bien lo unico que no son satinado el color de la moldura pero bueno hacen su funcion son buenas","1"
"por su precio bajo  la calidad esta muy bien  cumplen su funcion","1"
"lo recomiendo con ellas he ido en todos los lados y son mui resistentes","1"
"tipicas gafas de 10 euros no merecen la pena comprarlas ni surfers ni hostias plastico del malo","1"
"de estetica y de forma bien quedan bien pero la apertura de las patillas es muy rigida y no da la sensacion de buena calidad","0"
"son las clasicas gafas negras diseño bonito y elegante para mi gusto por poner una pega la marca en las patillas es grande se ve perfectamente y que viene sin funda","1"
"las gafas son correctas pero me parece muy cutre que no las envien con una fundavienen en una bolsa de plasticomal","0"
"por el precio no estan mal las he recibido en un dia  creo que es la tercera vez que las  compro rompo o pierdo gafas todo el tiempo y estas son baratas y de una marca decente como vans el vidrio podria ser mas oscuro  para mi gusto pero por menos de 20€ que quieres","1"
"las gafas para el precio que tienen estan muy bien el logo viene serigrafiado no es un loco pegado son comodas y mas bien grandes pero pesan poco  las acabado en carey tienen un acabado tambien amarillento en los cristales que los hace muy comodos incluso en dias que estan un poco nublados como gafas de batalla son perfectas vienen sin funda y sin una pequeña taleguita para transportarlas solo vienen dentro de una bolsa zip de plastico la union de las patillas es con una visagrita metalica con tornillo que si se aflojan son faciles de apretar tengo las acabado en negro y las acabado en carey y si se rompen o se pierden seguramente vuelva a comprar otras","1"
"cuando me puse a buscar gafas vi estas que eran precisamente lo que iba buscando pero por el precio dudaba que fuesen originales cuando me llego me quede alucinado por que si lo eran la unica pega que le puedo poner es que no traen fundas para guardarlas con una funda de tela ya seria de 10","1"
"me han sorprendido estas gafas para el precio que tienen marca vans clasicas gafas negras de pasta gruesael material es plastico bastante rigido y que creo que ofrece cierta resistencia si te gusta el estilo de las gafas por ese precio no te arrepentirasunico que no me gusto fue la forma de envio las gafas vinieron en una bolsa de plastico sin ningun tipo de protector o funda salvo el paquete de envio de amazon tambien se echa en falta un pequeño detalle de vans como alguna pegatina","1"
"vienen sin funda para gafas en una caja dee carton un poco cutre","0"
"han cogido unas gafas de las mas baratas y le han puesto una pegatina de vans por su mismo precio hay gafas de mucha mejor calidadno las he devuelto  porque es una molestiano volvere a comprar algo asi","0"
"el cristal no es opaco ni translucido o sea que tiene un filtro adecuado para el sol de mediodia son de plastico duro y se adaptan por lo menos a mi perfectamente por el precio que las compre la mejor compra del mercado","1"
"buenas gafas estilo moderno buen material buena marca y buen precio en general todo correcto contento con la compra","1"
"son bonitas y robustas al no ser polarizadas se nota en situaciones de sol de frente conduciendo pero son mas adecuadas con menos sol y sobre todo para ver pantallas o el mismo movil sin tener que quitartelas calidad precio muy bien","1"
"las gafas estan bien para el precio que tienen pero por lo menos que traigan una funda aunque sea cutre por que llegan en una bolsa pequeña de plastico pero vamos no se puede pedir mas por menos de 10€","0"
"la segunda vez que las compro y es por que perdi las otras muy resistentes e comprado de mas caras y no eran mejores que estas lo unico que no son polarizadas pero por el precio no se puede pedir mas","1"
"siempre me las compro no se rompen facilmente de hecho las veces que se me rompieron fue porque las deje en el coche en el asiento y cuando volvi al coche era de noche y bueno las gafas son negras creo que no hace falta que siga son muy comodas y son grandes son mas grandes que la talla media a mi personalmente me gusta ese detalle porque te cubre completamente el ojo de que te entre sol por ningun lado por supuesto son muy bonitas de ver","1"
"estan muy bien pero quizas algo grandes para una cara normal no muy ancha","1"
"me ha gustado toda la forma y el material","1"
"por precio muy bien pero a la larga se despelleja el recubrimiento de plastico y se estropean","1"
"mala para ser vans no me las pienso poner por la salud de mis ojosse nota que son imitacionesno sabia que era legal vender estas cosas","0"
"unas basicas clasicas correctas ","1"
"todo correcto","1"
"las compre para mi marido como gafas de repuesto para dejar en el coche el material aunque tiene buena calidad se nota muy plastico los cristales tambien en general es una gafa sencilla que no pesa ni molesta ideales para la playa y piscina y por su precio pueden servir perfectamente para esas ocasiones","1"
"buena calidad general aunque las letras de la marca se borraron al poco tiempo","1"
"bien lo que esperaba","1"
"queria una gafas de sol pero no este modelo al ver el precio cambie de opinion gafas de sol bonitas de marca conocida y confiable que no me voy a quedar sin corneas vamos y a un precio de risa lo unico que cabria mencionar es que son estilo ray ban way farer pero con pata gorda y un poco mas anchas me compre un par y comprare otros tantos para regalar perder o lo que sea","1"
"para el precio que tiene estan de lujo","1"
"muy contento con mi compra tenia ganas de comprarme unas nuevas gafas de sol ya que las que tenia se me rompieron me gusta mucho la marca vans me llegaron en el dia indicado muchas gracias","1"
"las gafas se corresponden con la imagen pero son plasticazo suenan mucho y tenian mucho olor no se si volveria a comprarlas pero hacen su funcion y el modelo es igual a la foto","1"
"las gafas esta bien y quedan bien pero son muy flojas las compre en a mediados de junio y ya se me han roto la patilla muy flojas una pena","1"
"sevven de buena calidad y son justos para mi cara","1"
"esta mu bien la relacion calidad precio son baratas pero no son muy resistentes","0"
"gafas muy basicas cristal muy claro vienen sin ni gun tipo de proteccion pero por el precio que tienen no puedes pedir mas a mi me hacen el papel","0"
"la calidad-precio es muy buena la calidad de los cristales es nivel 3 y son muy comodas y resistentes a pesar de ser de chico soy una chica y me quedan bastante bien ya que tengo la cabeza grandecita  ademas el logo de la marca apenas se ve son muy discretas","1"
"me gusta la calidad","1"
"relacion calidad precio guay pero vinieron picadas tienen un picado en la lente al que no puedo dejar de mirar y luego por la parte de la montura tambien","0"
"estoy contento con el producto son bonitas y parece que la calidad esta mas que a la altura de su precio por ponerle algunas critica esperaba los cristales algo mas oscuros y las gafas un pelin mas grande pero aun asi me encanta y estan muy bien para utilizarlas a diario envio antes de plazo y correcto por cierto no trae funda vienen en una bolsita de plastico","1"
"las gafas muy bien no son polarizadas y aun estoy esperando que mi hermano me las pague","1"
"no estan mal tampoco bien letras se destinan pero por el precio puede valer para un tiempo","0"
"me encantan queda bien con cualquier look y son resistentes","1"
"en este rango de precio son las que mas me gustan la unica pega es que no traen funda ni nada solo la gafa pelada","0"
"gran gafa con unas lentes muy aceptables un precio muy competitivo que te hace llevar una gafa muy aparente y sobre todo muy comoda y resistente una gafa que te permite despreocuparte por su precio reducido","1"
"buenos dias el titulo lo dice todo no he puesto cinco estrellas porque vienen sin funda y sin una triste gamuza","1"
"excelente calidad para el precio que tienen son lo que son no engañan a nadie bonito color de la montura negro brillante las lentes son nitidas y sin ninguna extraña distorsion como se suele dar en gafas de mala calidad muy contento con mi compra con un mes de uso y estan perfectas e intactas tengo unas ray-ban y compre estas gafas como gafas de diario y la verdad son mucho mas comodas una compra excelente recomendables 100% sin ninguna duda","1"
"un poco plasticosas","1"
"llegaron al dia siguiente tal y como nos tiene acostumbrados amazon son baratas y comodasno son espejadas pero si suficientemente oscuras para usar en el coche sin deslumbrarte","1"
"gafas de calidad y buen material","1"
"gafas de sol de diseño actual quiza con algun añito de desfase pero que quedan muy bien a casi todo el mundosus lentes son algo oscuras a simple vista pero una vez puestas ofrecen un gran confort para dias de mucha luminosidadmaterial mas que resistentelas recomiendo aunque sean algo sencillas","1"
"perfectocumple lo esperado talla unica hace que se adapte a cualquier cabeza buena oferta y calidad vans","1"
"no seran las mejores gafas que puedas tener pero los cristales son buenos mas marrones que en la imagen del producto estoy contento con ellas perfectas para playa o planes de deporte que no quieras llevar unas gafas mas carastienes un peso decente son comodas y no hacen ruidos como las gafas de imitacionsi te gustan por 10€ no puedes equivocarte","1"
"es el segundo par del mismo modelo que compro las anteriores se me cayeron una vez al suelo y se rompieron se nota en su construccion que son de plastico pero por este precio creo que no se les puede exigir maspros+ diseño+ preciocontras- muy fragiles- no traen bolsa transporte","1"
"viendo las valoraciones anteriores de los compradores me anime a comprar estas vans para el dia a dia cumplen su funcion perfectamente son duras y aguantan batalla aunque se nota que el material es basico tenia la duda si el cristal iba a cumplir pero sin problemas polarizados y ajustados recomendables para los que queremos unas gafas todoterreno a un precio bajo","1"
"las gafas estan muy bien son de la marca original y quedan muy bien la proteccion solar es buenas relacion calidad precio muy buena el envalaje y la forma de presentacion es lo que falla vienen metidas en un plastico sin mas funda ni nada","1"
"muy comodas ligeras y fashion","1"
"se ha roto la patilla en una semana","0"
"las compre para probar ya que nunca habia tenido unas gafas de esta marca al llegar vi que las gafas son de buena calidad no me esperaba tanto por este precioeso si no traen funda ni estan polarizadas pero no se puede pedir mas","1"
"no hay que esperar unas gafas de gran calidad por un precio tan bajo pero los cristales estan certificados y protegen bien del sol quizas son algo grandes con respecto a gafas similares en cualquier caso estan muy bien para el coche la playa o incluso para tenerlas como segundas gafas","1"
"si eres de los que rompe/pierde un par o dos de gafas cada verano esta es una buena opcion","1"
"no son unas gafas de alta gama un pelo oscuras y se ensucian bastante pero por el precio no estan mal","1"
"se trata de unas gafas baratas que protegen bien y son de una marca conocidapor el peso se nota que son de materiales muy baratos pero por el precio no se puede esperar otra cosala proteccion es buena y si no es mentira lo que dice el fabricante la proteccion ocular es sobresalientepor encima de las expectativas","1"
"gafas muy baratas y de buena calidad contentisimo puedo perderlas sin lamentarlo demasiado","1"
"las gafas muy bien pero le falto añadir un estuche o una bolita de tela para guardarlas no tiene ni toallita limpiagafas","1"
"muy contento quedan mejor de lo que esperaba y protegen bien del sol son ligeramente mas pequeñas de como las habia imaginado pero muy bonitas pongo 4 estrellas porque una pega es que las envian sin funda protectora","1"
"las conseguimos en oferta y la verdad son bastante buenas y protegen bien los ojos ya que el tamaño es grande no exagerado pero tampoco de estas pequeñas en las que el sol se cuela por todos lados las recomiendo siempre que puedas pillarlas a buen precio como hice yo","1"
"calidad precio buena","1"
"duras y robustas muy buen precio","1"
"el producto es igual al detallado en la descipcion por el precio que tienen estan bien para llevar a la playa y no preocuparte en exceso en perderlas o que se llenen de arena lo recomiendo","1"
"al precio que me costo y el uso que le voy a dar bastante bueno para el batalleo","0"
"pues la verdad que no esta mal el producto y mas por el precio que fue no se si el cristal sera de verdad bueno pero estoy contento con la compra","1"
"calidad precio esta bien","0"
"el estilo y el brillo que tiene muy comodas a la gente le gusta mucho","1"
"correcto son tal como la foto relacion calidad/precio aceptable material bastante decente","1"
"son esteticas pero de calidad se quedan un poco cortas","1"
"para ser tan baratas estan genial parece que aun van a aguantar la verdad los cristales casi no dejan 1ue se te vea los ojos y para mi eso es perfecto jaja quedan muy bien","1"
"el vendedor que imagino que no sera vans directamente hizo todo correctamenteel paquete llego bien con una especia de papel de vans pero sin caja ni funda de gafas ni nada ni una triste toallita para limpiarlasla calidad de las gafas dejan mucho que desear es la misma que uno de los chinos de hecho pense que no era original hasta que la vi en la tienda","0"
"me han encantadolas recibi antes de tiempo era lo que yo esperaba","1"
"buen precio","1"
"compre estas gafas para un adolescente y la verdad es que han triunfado aunque no traen funda son geniales de material y el cristal","1"
"fue para un regalo son de color negras llego antes de tiempo y le gustaron le quedan genial lo unico que podrian venir en una funda aunque fuese de tela por lo demas bien","1"
"muy contento me llego antes de lo esperado","1"
"llego en perfecto estado antes del tiempo previsto muy rapido y muy bien embalado por lo que no hay problema en el transporte el tamaño es estandar justo como lo esperaba se ven muy bien la calidad de las mismas es mas que aceptable para el precio que pagas ya he comprado 3 vans en varios modelos y me gustan mucho contento con las compras","1"
"todo bien","1"
"lo q queria justo","1"
"compre dos pares y unas vinieron ralladas tanto el cristal como la montura asi que no pude ni usarlas porque se veia borrosolas otras  a la semana fui a ponermelas y el cristal salio disparado la montura se habia partidome llegaron un dia antes de irme a asia 3 semanas por lo que ya no me daba tiempo a devolverlas la compra fue un enorme error la calidad malisima y encima que no comprueben el producto antes de mandarlo no he tenido internet alli y por eso tampoco he podido escribir antes tengo que remarcar que las gafas ralladas han estado siempre en su envoltorio hasta que las saque por lo que ya venian asi; y las que se rompieron estaban perfectamente en su estuche rigido fue al sacarlo de este y tratar de ponermelas qie salto el cristal  sin mas","0"
"me llegaron perfectamente los 2 pares pero uno de ellos me vino con una patilla doblada por lo demas muy contento y a dia de hoy sigo con ellas","0"
"gafas bastante normalitas para su precio puesto que ya puedes encontrarlas con un cristal polarizado por ese precio no obstante tienen un diseño muy bonito","1"
"esta es mi segunda compra despues de que se rompio por primera vez despues de un año de uso  precio barato buena construccion por el precio durabilidad mejor que un poloraids de 100 euros  cinco estrellas","1"
"las gafas muy bien eso si sin funda ni nada","1"
"gafas de sol muy practicas a buen precio los materiales no son lo mejor pero por el precio que tienen merece la pena no le doy seis estrellas por que las patillas con el tiempo se aflojan un poco","1"
"muy buena compra gran calidad y mejor precioel unico pero es que no van nada protegidos una bolsita acolchada acabaria con ese problema","1"
"super bueno y fuerte la moldura no es tan oscura la lentilla recomendo","1"
"gafas de calidad normales","1"
"siempre me he comprado este tipo de gafas y me ha ido genial","1"
"correcto lo esperado","1"
"vienen sin funda solo en una bolsita de pastico la etiqueta indica que son de proteccion c el material se ve resistente y las bisagras parecen fuertes las compre pensando que eran polarizadas y no lo son","1"
"calidad y precio muy bueno","1"
"me gusta lo bien que se ve por ellas no dejan pasar nada de luz lo unico desfavorable es que las patillas son un poco cortas en mi opinion","1"
"por su precio no se puede pedir nada mas son vans auntenticas y lentes homologadas supongo que sera mejor que comprarla en los puestos ambulantes","1"
"estan bien no son gran cosa pero por ese precio tampoco esperaba mas son unas gafas que cumplen si quieres unas gafas para el verano y no dejarte una pasta estas son mejores que las de los puestos ambulantes y casi mas baratasel diseño mola","1"
"me ha gustado muchoesta mejor de lo que me esperabapor poner una pega es que no trae funda","1"
"gafas de sol como cualquier otras del estilo solo que con el logo al lado de la patilla para presumir de marcasirven para ponerselas y que el sol no te moleste tanto a la vista","1"
"en primer lugar el empaquetamiento es increible tiene su estuche paño de limpieza bastante grande dentro de una caja muy bien protegidas y con todo hasta garantia y comprobante de polarizacion que si funcionaaunque he leido que eran grandes a mi no me lo parecen y eso que tengo la cara pequeñita de hecho son las mas pequeñas de todas las que me he comprado solo me parecen grandes las patillas que son un poco largas para mi estaria bien que fuesen moldeables a la oreja pero tampoco es importanteel estuche es fuerte por delante pero por la parte de atras es mas blando y no me atreveria a dejarlas bajo peso o que se me cayera no me da seguridad al 100%respecto a las lentes no se si protegen muy bien a veces tengo que entrecerrar los ojos porque no ocupan la totalidad de la cara y es inevitable que se cuele algun rayo por ahi nunca me he comprado buenas gafas asi que no se que seria lo idoneo ya que no necesito graduacion y no me vale la pena gastarme un pastizal lo que mas me ha gustado es que no me producen mareos ni dolor en los ojos cosa que me pasa muy a menudo por los reflejos del vidrio con casi todas las gafas y me es muy dificil encontrar unas economicas sin problemas me gusta que no se transparenten completamente y oculten los ojos estas los dejan entrever un poco pero no en excesopor el precio esta mas que aceptable seguramente no seran magnificas de calidad y apenas las estoy estrenando ya veremos si se rayan facilmente o no y si duran de momento una gran compra a parte son muy bonitas y discretas","1"
"estan genial son polarizadas","1"
"las he vuelto a comprar porque las perdi muy buena calidad y diseño","1"
"se ve genial con ellas son bonitas y vienen muy bien embaladas","1"
"no muy fuertes pero hacen su funcion","1"
"son bonitas y modernas la vision es bastante nitida aunque es verdad que el sol de frente sigue molestando algo","1"
"la calidad precio me ha sorprendido muchisimo el emabalaje perfectopatillas protegidas y funda primera de plastico suave luego va en su funda que simula piel y dentro de una cajita de la marca tambienmuy contenta","1"
"viene en un estuche muy chulo y las gafas estan muy bien por el precio tengo los ojos claros y me molesta mucho la luz y con estas gafas me veo muy bien son elegantes no vale la pena gastar mas dinero cuando estas hacen la misma funcion que de marca","1"
"no me ha gustado mucho la armadura q es opaca por lo demas bien embaladas y buena presentacion","1"
"no me ajustan bien a la cara pero tiene solucionen cuanto a bonitas son preciosas y se ve fenomenal","1"
"por ahora ningun problema con las gafas tal cual se muestran en las fotos por el precio que tienen no puedes esperar mas asi que muy correctas","1"
"tienen un acabado practicamente identico a unas rayban me imagino que la calidad del cristal no debe ser el mismo pero se nota que son polarizadas y se ve muy bien el embalaje muy bueno viene con un estuche muy practico que no pesa para guardarlo en el bolso el unico pero que le pongo es que las medidas que indican no son correctas son un poco mas grandes y yo tengo la cara pequeña por lo demas las volveria a comprar","1"
"muy bonitas un diseño qie queda bien a cualquiera la calidad es buena en relacion al precio me gusta variar de gafas y no quiero ir pahando 130€ cada vez asi que estas entran directas a mi coleccion","1"
"tamaño grande cristales de color marron pero bastante tenues por lo que no ocultan la mirada se agarra bastante bien a la cabeza si las llevas a modo de diademalo malo es que al mirar a traves de ellas las pantallas de movilest y algunas tv cuesta adaptarse incluso al inicio marea un poco","0"
"perfectas mejor de lo que esperaba quedan muy bonitas puestas y son muy comodas apenas notas que las llevas se sujetan muy bien y no se te resbalan de la nariz ni nada llegan muy bien embaladas y protegidas llegan con su funda y un trapito para limpiarlas protegen muy bien del sol no te molesta ni aunque lo tengas de frente mientras conduces mi marido tiene envidia y se va a pedir otras para el","1"
"gafas muy discretas comodas y ligeras es la segunda vez que las compro ya que las otras las habia perdido","1"
"demasiado grandes para mi y muy claras las prefiero mas oscuras por eso las devolvi","1"
"producto tal cual la descripcion muy buena compra","1"
"muy ligeras y comodas fabricadas en italia con certificado ce","1"
"estoy contenta con estas gafas porque ademas de ser muy economicas tienen buena calidad y lo mejor esque me siento comoda con ellas no pesan no caen y me sientan bien las cogi en negro si es cierto que para mirar la pantalla del movil no me gustan porque hace como un cambio de tonos la pantalla y me pasa tambien al cambiar de emisora de radio desde el asiento lconductor me queda en negro y tengo que levantar la gafa para ver la emisora pasa con gafas economicas salvando esto bien","1"
"gafas impresionantes son un poco copia de las rayban que tenia mi mujer pero polarizadasse ve genial y la presentacion es exquisita hasta la funda es parecida parecen unas gafas de 70 euros la duracion no lo se lo comentare pero la relacion calidad precio es impresionante","1"
"envio muy rapido muy buena calidad las gafas","1"
"super contenta las gafas son muy lindas y el acabado es excelente","1"
"mas grandes de lo que esperaba pero favorecen muy buena compra","1"
"llego el dia previsto viene muy bien preparadas y embaladascumplen su funcion y son muy comodas","1"
"las compre por el precio y porque tenia unas ray-ban muy parecidas y las habia perdido y me encantan las recomiendo","1"
"son bastante chulas vienen con la funda dentro de una cajita de carton duro con instrucciones y recomendaciones el polarizado es bueno me sorprendieron para muy bien por el precio que tienen si tienes la cara finita igual quedan un poco grandes pero es lo que se lleva ahora recomendable 100%","1"
"las llevo usando un buen tiempo y las tengo como el primer dia muy satisfecho con la compra buen diseño y calidad muy aceptable","1"
"son para un regalo a priori tienen muy buena pinta el embalaje sobresaliente le da categoria a las gafas en la mano se les ve bien de calidad son muy bonitas glamourosas je je el cristal degradado es agradable y se ve bien a su traves veremos que tal con el uso si no hay sorpresas porque con esto de las gafas te encuentras de todo  pero en principio parece buena compra","1"
"muy recomendables vienen presentadas en una cajita y dentro en su funda rigida","1"
"estan muy bien muy comodas y se ve genialpara mi gusto algo grandes y eso que yo tengo la cara grande","1"
"es muy dificil comprar gafas sin haberlas probado al menos yo pienso asi y creo que no me equivoco  efectivamente no me quedaban como en la foto me quedaban bastante mas grandes al margen parecian robustas","0"
"entrega rapidisima y la verdad que de muy buena calidad","1"
"son muy comodas y quedan perfectamente ajustadas","1"
"son increibles y quedan preciosas sin duda 100% recomendables","1"
"son muy ligeras se ve muy claro y estan bien de grandes puesto que no las queria demasiado grandes para mi estan fenomenal y por el precio que tienen ","1"
"buena presentacion con una funda rigida y otra de tela ademas tambien lleva una bonita cajason un poco mas grandes de lo que esperaba pero el diseño es bonito y aunque son de plastico tanto el cristal como la montura parecen bien acabadas y resistentesvan muy bien para conducir pues no distorsionan la imagen y aunque no parecen muy oscuras protegen con mucha efectividady eso que yo tengo los ojos muy delicados","1"
"estan muy bien me han encantado","1"
"muy contenta por la compra ganan mucho cuando las ves que en la fotografiarecomendable a mas son muy bonitas me llegaron en un buen embalaje amazon cada vez  mejora en cuidar que el producto llegue en buen estado","1"
"tienen un bonito diseño y son muy ligeras vienen muy bien presentadas en caja y en su funda semirigida no recomiendo usar la gamuza que traen porque tiene unas letras doradas que sueltan purpurina e igual raya la lente aunque son de espejo azul la vision es de color grisaceo por el precio merece la pena comprarlas las recomiendo","1"
"me gustan mucho las uso casi a diario en la playa para salir sientan muy bien son comodas y los cristales permiten ver con mucha nitidez las recomiendo","1"
"magnifcas gafas diseño estupendo y gran proteccion relacion calidad-precio fantastica de hecho compre otro modelo pero venia con un fallo en una patilla reembolso sin problema alguno comprare otro modelo genial","1"
"muy buena qualidad","1"
"excelente calidad las gafas son comodas y livianas justo lo que buscaba","1"
"son las segundas gafas q compro de esta marca por el buen resultado q me han dado y estas son tal cual su descripcionse agradece q lleve funda","1"
"el diseño es perfecto y la calidad de las gafas aun mas son polarizadas y cumplen su funcion de lujo vienen muy bien empaquetadas nada que envidiar a gafas de marca estoy muy contenta con la compra y las recomiendo a todo el mundo","1"
"encantada con la compra no esperaba la calidad de las gafas ni del embalaje estuches etc acoplan perfectamente a mi rostro el color de la lente es muy bonito y tambien lo es el de la montura negra mate sencillamene geniales las volveria a comprar en otro color o para regalar","1"
"muy bonitas y comodas","1"
"perfectisimas muy buenas para conduccion y cualquier cosa buen material viene con estuche para guardarlas y trapo para limpiarlasresistentes y cristal en degradado volveria a comprarlas","1"
"lo recibi un dia antes de lo indicado la presentacion muy buena gafas muy atractivas que cumplen con lo indicado por el fabricante y por un precio ajustado","1"
"han sido un regalo pero la verdad que se ven muy bien vienen con funda y bien protegidas calidad precio ok","1"
"son mas grandes de lo que pense no quedan bien pero estan bien hechas y el tono de la lente es agradable","0"
"compre dos unas en azul y estas marrones me decante por las azules y estas la devolvila presentacion diseno y gafas son top","1"
"son unas gafas polarizadas muy buenas son sencillas y comodas no pesan no se notan y no apretan me sientan muy bien y la vision con ellas puestas es de calidad vienen en caja dura e incluye estuche y pañito de limpieza no son chinas made in italy","1"
"geniales y de muy buena calidad precio la funda se me rompio el cierre el primer dia pero aun asi buen tacto y calidad de producto","1"
"tal cual descripcion diseño estiloso","1"
"a la altura de las expectativas buenos materiales llego muy rapido  nunca doy 5 estrellas a nada que no sea premium","1"
"estoy muy contenta con las gafas y por el precio que me costaron cumplen muy bien su funcionlos cristales son plarizados lo cual es un plus de proteccion para ojos mas sensiblesel diseño queda muy bien y tiene buenos acabados aunque el cristal transparenta un poco","1"
"la verdad es que las gafas presentan un buen embalaje buena construccion y lo mas importante los cristales parecen buenos nitidos y polarizados","1"
"me gustan mucho vienen bien protegidas son de cristal claro proteccion 0-1 contra el sol son ligeras y vienen con estuche para el bolso","1"
"son enormes para mi cara soy mujer y las veo mas para caras anchas o grandes calidad buena pero no son para mi","1"
"me parecen muy buenas calidad-precio buen empaquetado y rapida entregarecomiendo","1"
"comodas de llevar","1"
"relacion calidad-precio inmejorable la presentacion es super buena y vienen muy bien protegidas y hasta las fundas son bonitassin duda una genial compra","1"
"la verdad que para su precio son estupendas la calidad de los cristales no es que sea excelente pero se ve genial con ellas bastante cobertura frente al sol y el diseño me gusta un monton muy ligeras me llegaron en unas 3 semanas bien embaladas","1"
"el precio genial","1"
"la calidad parece buena y la relacion calidad-precio es correcta pero en mi opinion son un poco grandes para chicos","1"
"perfectas tal y como esperaba e incluso mejor ademas de que se ven de calidad tienen un diseño precioso y se adaptan super bien quedan muy bonitas puestas y vienen muy bien protegidas y son fabricadas en italia","1"
"las recibi el dia previstoel embalaje impecabletiene una funda rigida y viene dentro de otra cajalas recomiendoson muy chulas","1"
"muy buena relacion calidad-precio y buenos materiales no se ve plastico malo y el cristal se ve bien","1"
"me han gustado mucho estas gafas son polarizadas y de un diseño muy bonito la relacion calidad-precio genial al ser polarizas son ideales para conducir totalmente recomendables","1"
"desafortunadamente me han llegado unas gafas que nada tenian que ver con las del anuncio del producto me llegaron unas de tipo aviador de una calidad pesima por cierto y  por lo tanto fueron devueltas inmediatamentepongo 3 estrellas igualmente por la buena y rapida devolucion","0"
"se ve superbien con ellas a  mi marido le han gustado mucho por el diseño tan bonito que tiene perfectas","1"
"se ve mejor de lo que esperaba por el precio que tienen relacion calidad precio excelente viene con gamuza y estuche para guardarlas el cristal negro es bastante oscuro tal vez demasiado para conducir las volveria a comprar","1"
"muy buenas gafas de sol a mi mujer le han encantado y sobre todo el poco peso mi mujer quiere otra con otro modelo con esto ya digo todo","1"
"todo tal cual se describe unas gafas robusras de momento parecen estupendas","1"
"me encantan tiene un diseño a temporal quedan muy bien y protegen del sol no se puede pedir nada mas","1"
"son super bonitas y se ve muy bienconellas la funda vieneconsu toallita para limpiar las gafas y tododentro de una cajita desde luego para elprecio q tienen merece lapena totalmente lacompra yo estoy encantada con ellas","1"
"le doy un 10porque me ha llegado el mismo dia como lo que esperaba es super puntual eso me gustay el estado de las gafas es perfecto puntos añadidos para su caja bonita calidad y precio todo bienrecomendable","1"
"muy buenas gafas las lentes de calidad que es lo que mas me importa  son muy ligeras me encantan y me quedan muy bien encantada con la compra","1"
"estupendas son muy bonitas y practicas van estupendamente para protegerte del sol y la presentacion inmejorable me sorprendio su acabado como de silicona diria yo esperaba que fueran de plastico pero de esta manera se ven muchisimo mejor","1"
"super chulas por el precio que tiene no te imaginas que es de tan buena calidad pero asi ha sido viene con su funda y todo tan bien presentadoda gusto comprar asi muchas gracias","1"
"la entrega ha sido bastante rapida las gafas son mejor de los que esperaba aunque es cierto que se estropean con bastante facilidad con el tiempo","0"
"para mi muy grandes es para cabezas grandes por eso en el anuncio pone para hombres y mujeres se las quise dar a mi pareja y dice que se ven de mujer calidad precio razonable","0"
"ha cubierto de sobra mis expectativas la vision a traves de los cristales excelentes no hace las ondas tipicas de otras gafas polarizadas lo recomiendo","1"
"calidad precio muy bien se ve de calidad son polarizadas de verdad viene excelentemente empacado llega sin demora livianas y de moda recomendadas","1"
"las gafas esta muy bien por el precio que tienebonito diseño y estan polarizadas que mas se puede pedir para mi una compra diez","1"
"tal como se describe se ve muy bien con ellas","1"
"muy bonitas y comodas pero el cristal ya esta como si tuviese un papel despegado me ha decepcionado bastante con lo que me gustaban","0"
"estupendas no pesan casi nada super comodas y una vision excelente ya k son polarizadas  yo ya he comprado tres para toda la familia cada una de un color","1"
"me han gustado mucho protegen bien del sol sobre todo en el coche cuando te da de frente el sol","1"
"las gafas estan de buena calidad se ve genial con ellos y parecen duraderos tengo varios meses usandolo y genial","1"
"para el precio que es la calidad es muy buena he comprado un par para mi y otro para mi hermana y las dos estamos contentisimas","1"
"diseño estupendo calida de materiales y polarizadaz estoy muy contento con las gafas","1"
"me encanta","1"
"simplemente perfectas muy bonita la forma y el color favorecen muchisimoparecen de buen material el tamaño idoneolas recocomiendo","1"
